No.,label,content,source,sentiment,reply numbers,retweet numbers,likes numbers
2079,T,China coronavirus outbreak: All the latest updates  AJENews  https://t.co/wDc3xK2qB1,7755315387602932126,4,0,0,0
2080,U,"In Japan, new pneumonia infection by coronavirus is beginning to spread. The stupid Abe administration did not take steps to stop it early.  However, Abe has promised to benefit the privileged class, so he wants to host the Tokyo Olympics this summer.  Can the world forgive it??? https://t.co/Xz4nkmvyWX",5924511437829934716,#VALUE!,4,18,15
2081,U,Senator Tom Cotton: Trump Should Consider China Travel Ban Over Coronavirus Outbreak https://t.co/nocvrmAFYp via  gatewaypundit,3892331778498494376,3,0,1,0
2082,U," ScottMorrisonMP close the borders, put Australia first!  Its not bloody racist to keep your people safe! https://t.co/g3GDD5x991",674219355799443764,#N/A,0,3,5
2083,T,#coronavirus - UK Foreign Secretary  DominicRaab confirms evacuation flight for UK nationals will leave Wuhan at 0500 local time tomorrow https://t.co/mX8oPN1xMn,761590130753427688,3,0,0,0
2084,T,Coronavirus Fashion Fallout Continues https://t.co/kRxDYQ803i,5084344225789438894,4,0,0,0
2085,T,"[5:11AM]  Austynzogs: Fire outbreak at Anu Saw mill market, Mushin #TrafficChief",9138882563677757660,3,0,0,1
2086,U,"Unbeknownst to Harvard University beginning in 2011, Lieber became a  strategic Scientist ?at Wuhan University of Technology (WUT) in China and was a contractual participant in China's Thousand Talents Plan from in or about 2012 to 2017. #coronavirus https://t.co/BzShbDay90",8469883209094816628,#VALUE!,0,4,8
2087,U,Ok but the rat is cleaning itself better than most people do lol https://t.co/LhAPVtGxq2,6361951895256037491,3,3281,189193,668749
2088,U, BNODesk  Smith83K That's a pretty high death rate versus China. Maybe they are not getting all the cases identified,6438294655409827237,#N/A,0,0,0
2089,U,#China spurned #CDC offer to send team to help contain coronavirus: #USHealthSecretary https://t.co/3q5Z0YBpIO #FoxNews  GlobalCRL :Rejection of qualified offers of cooperation and assistance in a #GlobalEmergency appears as a selfish and arrogant mistake by #CCP.  demosisto,1071546973815527948,#VALUE!,0,4,4
2090,T,"Iranians licking holy shrines in religious tradition, refuse to close sites despite coronavirus outbreak https://t.co/d7BAvZasIa",1428566213112305802,3,0,0,0
2091,U,".-. TRUMP IS A SELF-CONGRATULATING LIAR &amp; CHEAT  With decorum that most people lack #DonaldTrump will counterattack ..he's a man of deceit ..who will lie, brag &amp; cheat &amp; then pat himself on the back.  #COVID ?9 #COVID19 #coronavirus   https://t.co/7kAKXlxOsS",1058890245481141463,#VALUE!,0,2,2
2092,U," omen_syria Before Castro was approached by Soviets, Cienfuegos, Castro's 3rd in command and the second most famous revolutionary in Cuba traveled through the US seeking assistance &amp; resolution, Cuba knows that a good relationship with the US would benefit them better than Russia or China",5633185459999210883,#VALUE!,1,0,1
2093,T,Coronavirus latest: first human transmissions reported outside China https://t.co/5avikaeA4L,7041935185213203877,4,1,2,1
2094,T,"#Repost | No confirmed case of coronavirus in India so far, but over 100 currently under observation  Civil Aviation Ministry has initiated the thermal health screening of passengers arriving from China, where the novel virus has killed 80 people so far.  https://t.co/gcLSkdyuwx",3351196077479435072,#VALUE!,1,4,7
2095,U,men be so worried about the Coronavirus but they don't even wash their hands after peeing..,5638916376730721702,3,1,0,1
2096,U," DoubleBullseye1 No. The stock market is in free fall because of the amount of business we, and the rest of the world, do with China. It literally has nothing to do with Trump",5234538313338651706,#N/A,1,0,0
2097,U,Before the outbreak. I thought we had progressed in sanitation. It just makes us care disinfection more than before,4627896389937476602,4,0,0,0
2098,T,Japan classified the coronavirus a  designated infectious disease ? which would allow compulsory hospitalization and the use of public funds for treatment https://t.co/l47fNTuuxG  https://t.co/s4nqt75ER5  #ENDEGO,1387835704259216058,3,0,0,0
2099,T, CTVVancouver Keep flying people from China and reported cases will increase,1294367500774033060,#N/A,0,0,0
2100,U," Dragonxcore  ToSaveTomorrow  april_kellinger  joncoopertweets  trumplies_daily So he didn't vote against the Brady bill? So he didn't vote against CDC research? So he didn't  vote against product liability for gun manufacturers?  Sorry but these are the facts. His record on guns is not in line with my  values.   But, feel free to berate me. Totally works",6715125405150550000,#VALUE!,2,0,2
2101,T,Sacramento County: Confirmed #coronavirus https://t.co/ccLwuRhoMo,104082276335323286,3,0,0,0
2102,T,We win in round 2 of CDC Minnesota 2-0 over  AwakenMilitia !! We will be going into the next round versus  DiamondSquadGG . Wish our boys luck as they will be fighting their way until the end! #ridethetide #oceanusgg #OCG #cod #CDL2020 https://t.co/LIG5nEdo2j,332655887811553856,#VALUE!,0,5,10
2103,U,California coronavirus case may be first from unknown origin - https://t.co/u17PBFgvdL https://t.co/yTbG7Ndf6E,4023600329435347812,4,0,3,2
2104,T," FricasseeSR  LCACdriver25  AOC But the CDC and WHO are both saying the cases of Covid-19 are much higher than are being reported. They are discovered that people had the virus, but the symptoms were so minor they were never diagnosed. The new percentages are just as low as the flu",7316322207447478834,#VALUE!,1,0,1
2105,U,This is the best example of linear #Communists thinking during an epidemic...use a moped to block the contagious spread of a virulent pathogen...  ?? https://t.co/ePqRjn35ur,3057003101169288568,3,0,0,0
2106,T,"With fears over the spread of Coronavirus mounting, local assisted living facilities like Poet's Walk in Cedar Park are doubling cleaning procedures. This morning, health officials said those older than 65 are most at risk of the disease. Full story tonight at 6 on  cbsaustin. https://t.co/yW8LceBvEj",7875313764755001088,#VALUE!,0,2,2
2107,T, USATODAY corona virus Alert ! Live map of corona virus tracking. Stay safe and know infected areas. check live map here https://t.co/u3pklk5L9l https://t.co/L68uWANX5l,3250870674771785479,#N/A,0,0,0
2108,U," TomthunkitsMind The virus survives for 9 days on surfaces. It takes 13-15 days for a package to reach the US from China, so this doesn't appear to be a risk",1662828636828347208,#N/A,0,0,1
2109,T,Two cases of coronavirus confirmed in metro Atlanta-Praying for the health safety of our community and our state... https://t.co/QNiAUhunYZ,5453424377574936327,2,0,0,0
2110,T,BREAKING: CUNY announces student at  JohnJayCollege tested positive for #CoronaVirus today after becoming symptomatic over the weekend,2377372704445837483,4,0,6,5
2111,U,Trump's Nationalistic Response to the Coronavirus - The Atlantic https://t.co/qwTzObmUsc,4532769352088962893,2,0,0,0
2112,T, RahulGandhi It has been confirmed in Thailand as well.. ladyboys se bach ke rehna pappu.. varna tu corona ko apne saath India aur Italy le jaayega.,1948552559681484978,#N/A,0,0,1
2113,T,"Numbers of nCOV casualties are on rapid rise. Philippine government, do your thing! Impose restrictions now on those who come from the land of the virus ?origin 攊.e. Wuhan, China. Meanwhile, China be proactive. https://t.co/p4ToMRSj5M",6262592269216786651,3,0,0,0
2114,U,Coronavirus Latest: Virus May Be  disease X ?- Bloomberg https://t.co/tJNAMJFeiS,2908364402490003894,4,0,0,0
2115,U,Coronavirus in Wales: Questions and answers https://t.co/Vxls491DVs,2755157263596631902,4,0,0,0
2116,T,"First US case of coronavirus reported in Washington state, CDC says https://t.co/HZRV4CSN6X",3644047060307479482,4,0,0,0
2117,U,"As the world grapples with the epidemic of the 2019 novel Coronavirus, the government still remains tight lipped on whether or not it will evacuate Kenyans living in China, particularly Wuhan province. #NTVWeekendEdition  apollosilas https://t.co/FuKyfdpCst",6598891708959774748,#VALUE!,2,3,13
2118,T,British ports seeking funds to fight coronavirus?spread https://t.co/yqEhUGbPTA https://t.co/frJazkvEXG,6567457397444879941,4,0,0,0
2119,T,From Discover on Google https://t.co/PFnBtourf1,6532771592123420813,3,0,0,0
2120,T,More than 900 dead in China from coronavirus outbreak: WHO chief Ghebreyesus notes 'concerning instances' of infection among people who have not travelled to China. https://t.co/9Lb7KYYfBO,948156670034480703,3,0,1,1
2121,T,"The corona virus outbreak isn't an excuse to be racist.  #JeNeSuisPasUnVirus #ImNotAVirus #Coronavirus #COVID19 ""Fear of China hampers fight against corona"" https://t.co/744NLPnqs9",3010004440601997923,3,0,0,0
2122,U,New post (SciFriday: Coronavirus Numbers Don't Add Up) has been published on Flat Earth Bible - Biblical Cosmology - Defending Genesis 1 - https://t.co/F8FgOQj70t,723585627299159976,3,0,0,0
2123,T,"7,000 people held on cruise ship in Italy over possible coronavirus case https://t.co/N1d0tuREc4",2125016500418512181,3,0,5,1
2124,T,Nobody is taking any chances in China!  #coronavirus https://t.co/hA6R6DtmZ3,4271179498143012550,3,4,5,15
2125,U,"cindywei2017 The Communist Party of China often uses lie to cover up the facts, fearing to be exposed to the truth, harming itself and harming the world again and again,Neither the enemy nor friends will forgive them!#antichinazi #FightForFreedomStandWithHongKong #5DemandsNot1Less",1914164013643932113,#VALUE!,0,0,1
2126,U,"GOPChairwoman  realDonaldTrump HAHAHAHAHAHAHA, Romney. Did you hear Tom Cotton and his weaponized corona virus update? And your pimp says the heat kills it. How's all that election fraud going for you? After  MarshaBlackburn's No on security, what's her reward? We already know what Lisa's was.  GOP Corrupt",1645791802371870098,#VALUE!,0,0,1
2127,U,US plans to evacuate citizens from stricken Chinese city  https://t.co/VmyDYrKFu7,5903141990036600776,2,0,0,0
2128,T,Stocks gain as data shows lower new coronavirus?cases https://t.co/WRn0DwWpSg,932598908021347314,3,0,0,0
2129,T,Also 2 presumptive positive test results in Florida and I think one in NYC... Why why why..I have so many travel plans and this shit is getting scary https://t.co/blb4FeRUtW,3561543542379209841,2,0,0,0
2130,T,Renewed demand amid Covid-19 crisis pushes up gold price #?????????????????? https://t.co/rpYyqpIvTi https://t.co/oFRPTnXq2y,2206827533433501056,3,0,0,0
2131,U," marwilliamson Socialism has failed in East Germany, Soviet Union, Cambodia, Cuba, China, Vietnam, North Korea, Ethiopia, Poland, Romania, and Venezuela. Thank God there are checks on Presidential powers in the United States. Your tweet is reckless",7716887909075391689,#N/A,0,0,0
2132,T,14 Americans evacuated from Japanese cruise ship contract coronavirus https://t.co/3NfHusXbda,3473018389221280384,3,0,0,0
2133,T,Corona is a beer! Coronavirus is a virus! Look at the hole word please! Bear is not beer! https://t.co/5ZktYeTBWU,2629919434578144040,4,11,11,47
2134,T,Exclusive:  Chinese Resident Who Lives 1200km From Wuhan Says Self-imposed Quarantine May Last 2 Months https://t.co/lnvm061CVG via  BradleeDean1,4612599003971372712,4,0,1,0
2135,U,Cancer patients may have compromised immune systems during and after treatment.  This is the  CDCgov information page about risks from the new coronavirus in the news. https://t.co/eFWjn5XCiU #nCoV2019 #cancertreatment,8334165506208337628,4,0,7,4
2136,T,"Coronavirus doesn't actually want to kill you, it needs its host in order to survive. Despite being advanced lifeforms... many still haven't managed to grasp this concept yet. ?? #ClimateChangeIsReal https://t.co/nDOUMHAOcs",906742005087961180,4,0,0,1
2137,U," aparatmati I don't see this as a prediction, this is journalism reporting on MERS-CoV discovery. You see, coronavirus isn't a new virus and coronavirus outbreak we have this year isn't the first outbreak",6178006839266336999,#N/A,0,3,17
2138,U,"Looks like COVID-19 kills mostly people over 80 and with pre-existing conditions.    https://t.co/Ea61sYv08W  Not sure what the selection bias would be in this, but given the number of cases and the pandemic nature I'm guessing it's a simple counting",7735389355499156305,3,1,1,3
2139,T,"Arrived in Vancouver and the person in front of, and behind me in line at  ShopprsDrugMart were buying surgical masks....   A reminder - there are no confirmed cases in Canada of #coronovirus originating in #Wuhan and health officials say risk in Canada is low. https://t.co/Y6T98yh4OY",4662636629682536273,#VALUE!,124,66,115
2140,T,Coronavirus Infection Found After More Than 1000 Cruise Ship Passengers Disperse  https://t.co/8wq5fh8gS5,3522718488929932930,4,1,0,5
2141,T,Sports Breaking:  warriors will be the first  NBA team to play with empty seats due to #Coronavid19 . Regulated by local gov and in effect for two weeks. #Warriors #NBA https://t.co/ckspuFpQrq,209348308798441442,3,0,0,0
2142,T,"What is in the region of #coronavirus?  it encodes virus envelop spike protein of the ""for binding receptors of host cells -  rucial for host tropism ""which basically identifies how to target host tissue. DrEricDing https://t.co/uyZwXOovp5 https://t.co/F3wfqa4uh3 https://t.co/wAAbMTlmQg",7816768139222985205,#VALUE!,19,160,436
2143,T,New York City shows support for Wuhan during Lunar New Year parade  https://t.co/TCvhSCpKwa,4772946210034767969,3,0,0,0
2144,T,"#SouthKorea - Korean Air Lines, the national carrier, announces that it will suspend all fights to Wuhan, China, but not until the end of the month. They operate four flights per week. (MP) #WuhanCoronavirus #Wuhan #KoreanAirLines #WuhanOutbreak #WuhanLockDown",8338799991042196950,#VALUE!,0,6,3
2145,T,Coronavirus death toll in mainland China has overtaken SARS: https://t.co/Kw2zOOSt7J #KCRA,9148892352567619106,4,0,2,4
2146,U,"""I Am So Angry My Mind's Gone Blank"": China Outrage Explodes After Beijing Propaganda Backfires | Zero Hedge https://t.co/8pPGRRkSVp",7204908414480939928,3,0,0,1
2147,T,Greentown China : UNAUDITED OPERATING DATA FOR THE ONE MONTH ENDED 31 JANUARY 2020 #GreentownChina #Stock #MarketScreener https://t.co/eVP3DTEQrS https://t.co/yb5yTeWKpb,8012445693217453422,3,0,0,0
2148,T,Wuhan virus: Three confirmed cases in Malaysia related to Singapore's first confirmed case https://t.co/tK5lthMgj6,13107569663268554,2,0,0,0
2149,T," cnnbrk Right call, no need spreading further panic, China's leadership is doing everything in its power to fight Wuhan coronavirus, the lesson China has to learn is not to eat wild animals, this is nature's revenge",7394659713158276983,#N/A,0,0,0
2150,U,"Institutional quality in #China affects the propensity of firms to innovate to a far greater extent than their #innovation intensity. Once a firm manages to innovate once, the influence of local #institutions wanes. https://t.co/HI5VfqrjOu https://t.co/a3zFAqSTsR https://t.co/Bswg0iFJ7v",2372483878296150221,#VALUE!,0,11,36
2151,T,Starbucks CEO Kevin Johnson on coronavirus and retailer closures in China  ?NEWPAPER24 https://t.co/BCwZd8mEvW,4250081176246119643,3,0,0,0
2152,T," moon_dancer09  ABCPolitics  CBSEveningNews  NBCNews  MSNBC  CNNPolitics  FoxNewsSunday  nytimes  washingtonpost  WSJ_Online trump's announcement is very disturbing, coronavirus is an infectious disease  Caution 45's words   CDCFlu   CDCgov  CDCGlobal",6369489170734057610,#N/A,1,1,1
2153,T,New post (Gold hits all-time Pound high as Italy latest to be hit by coronavirus) has been published on The Daily Coin - https://t.co/VU56yFM6Bg https://t.co/eNjvBi7I0X,769323960236943502,3,0,0,0
2154,U," JRobertSmith1 China has well over a billion people, they can't support them. Proof of that is them having to eating rats because there's not enough food. The power's that be don't mind thinning their herds to a manageable number.  It's all part of their manifesto",1106620394328884295,#VALUE!,0,0,0
2155,T," ChieroJoseph  AmericanMohawk According to those numbers, the death rate for the flu is 1%, and for the Coronavirus 5%. Fortunately, we have a vaccine for the flu, but not for the Coronavirus",3671914650515373504,#N/A,1,0,0
2156,U,Poor Nazanin Zaghari-Ratcliffe she is now thought to have contracted #coronavirus in Iran prison - time Boris actually kept his promise &amp; bring her back! https://t.co/AoMB0QdIrh,7872354617583284644,3,0,1,1
2157,U,"Coronavirus Could Shock World Into Recession, Stephen Roach Warns https://t.co/uZeq4FTy9V #honkhonk https://t.co/wulduZHgA6",461849134300494746,4,0,0,0
2158,U,Its wild how Pence is leading the Coronavirus program when he caused the biggest outbreak of HIV in Indiana as a governor caused he denied a needle exchange program,2654691354946337754,3,0,1,1
2159,U,In Fred Md we have Ft DeTrick which is like Wuhan China in that they make viruses that are highly contagious like the coronavirus and pass from person to person . The Wuhan China market is a cover story made by the chicoms to protect themselves and they knew a year ago coronaviru,8700624013137726157,#VALUE!,0,0,1
2160,U,Coronavirus: Are women and children less affected?  https://t.co/ORZlB3gmm5,8408719238113080170,4,0,0,0
2161,U,"Submarines, spy planes, and surface ships are all getting an overhaul as the Navy worries about Chinese precision standoff weapons holding the US fleet at bay. https://t.co/ITUAJfZ5MR",7075209394266074277,3,0,1,1
2162,T,Some Americans flown from Wuhan as #death toll rises - Jan 29   3:46 AM ET https://t.co/pOjarCOUmg,1568973025802885004,3,0,0,0
2163,U,"As the deadly coronavirus began to spread, Beijing wasted the most critical resource to fight it: trust. https://t.co/001lZlI7dP",831747277464320093,4,0,1,1
2164,T,China coronavirus: Singapore reports fifth confirmed case after Chinese woman flies from Wuhan with family | South China Morning Post https://t.co/1gaCUv0jCc #wuhanpneumonia #coronavirus #nCoV2019 https://t.co/Zw14Tzj4oW,2790551198533990148,4,0,10,8
2165,T,Something about this new coronavirus doesn't seem right. WHO and CDC have been alarmed long before there were 17 deaths (in the entire world). That by itself is unusual. They usually late to the game. Wonder what is up here?   https://t.co/plHaoCitkW,7355070817666571208,3,0,0,0
2166,T," SenTedCruz As the data collected from the Wuhan virus cases, around 47% of the cases would not be shown any symptoms within 14 days, it means wear face mask when you feel sick is not the proper measures as still half of the infected person would spread the Wuhan virus",1443238358243366488,#VALUE!,0,0,0
2167,T,This Is How China Is Rigging The Number Of #Coronavirus Infections | #virus #truR0 https://t.co/EMjQTfEhaf,3400031125402281895,3,0,1,2
2168,U, mattparlmer It says that he has passed away because of coronavirus pneumonia,1397277611841782166,#N/A,0,0,0
2169,T,We asians known to suffer in silence. This coronavirus should not be an excuse to be racist to Us. #JeNeSuisPasUnVirus #SayNoToRacism,8813131460516390952,2,0,0,1
2170,U,"The virus is livest where the borough is thorough. From B.I.G. to C.O.V.I.D., BK representing. https://t.co/EfsEPPVBry",6931010097454671588,3,0,0,1
2171,U,"These ex-Facebook employees just raised millions for a new startup that can help virtual conferences be as useful and interesting as real-world events, amid the spread of coronavirus https://t.co/e52urCQ9t5",373430631516246207,3,0,0,0
2172,T,Kim Jong Un makes first public appearance in 22 days amid coronavirus?outbreak https://t.co/hJAB27yNZb https://t.co/PqUYICjOHv,3356501073637834967,3,0,0,0
2173,T,Coronavirus just hit Hollywood. ?? https://t.co/0873ivBZXR,1327184773756862054,4,0,0,0
2174,U,Time To Debunk The Skeptics: COVID-19 Has A Death Rate That Is About 34 Times Higher Than The Flu https://t.co/t9NIMYF5FO,8702434836288030050,3,0,0,0
2175,U,"28 states require abortion providers to report post-abortion complications, and states are not required to submit abortion data to the CDC. Abortion clinics don't want this information to come out, and providers have taken states to court to try to avoid reporting. ?https://t.co/QS9CkL59RV",5820872747880464790,#VALUE!,0,0,0
2176,U, BNODesk Unless this bio weapon is not 100% deadly then by next week China will start to disintegrate as a functional nation state,1420578094022948572,#N/A,1,0,1
2177,T,Football Kenya Federation (FKF) have confirmed Harambee Stars will play their Africa Cup of Nations (Afcon) qualifier against Comoros minus key players owing to the spread of coronavirus! https://t.co/eEDMVJUwVM https://t.co/9jGNDL5WcM,5773447419493203662,4,0,0,3
2178,U,"virgin atlantic was straight up ""watch Contagion as an in-flight movie during this #coronavirus outbreak... as a treat ????????""",7593039277943215482,2,0,0,8
2179,U,"#coronavirus doctors quickly put him on an IV drop and prescribed Kaletra, a combo retroviral used to treat HIV. ?This patient survived. #wuhan  #Aluvia",9196753548289050743,3,1,0,1
2180,T,"World Health Organization names the new coronavirus: Covid-19: ""Having a name matters to prevent the use of other names that can be inaccurate or stigmatizing,"" Tedros Adhanom Ghebreyesus, director-general of the WHO, told reporters. https://t.co/BPDfA64jlN",6046228947958576196,#VALUE!,1,0,1
2181,U,"GreenJ We have the most incompetent &amp; corrupt government ever in Canberra. If Morrison, Hunt and their unimpressive CMO miscue with the coronavirus we will join the platypus",7654469422541254938,3,0,0,0
2182,T,Pompeo: The U.S. coronavirus response is protecting Americans https://t.co/QP0vpmh4PU,3902498209398564908,3,0,0,0
2183,T,"Fighting Stigma :  Taiwan reports first coronavirus death as China toll reaches 1665: His main clients were people who had been to China, Hong Kong, and Macao ... It is the fifth recorded death outside mainland China ?previous victims ... to ""bring ?https://t.co/i7AZPLXN5S",5373207216028529428,#VALUE!,0,0,0
2184,T,Fiat Chrysler Plans To Halt Work At Serbia Plant Due To Coronavirus,8497311207790502013,4,1,8,15
2185,T,A Las Vegas conference dedicated to training volunteers in the fight against climate change that was to feature  algore has been postponed because of the coronavirus outbreak https://t.co/ZL5KuHhY4N,1780399074449872298,3,1,0,2
2186,T,Coronavirus prompts CDC to expand travel warning to all of China; top U.S. health official urges Beijing to admit disease experts https://t.co/SelLZLRdDs,2091856868133445947,4,0,0,1
2187,T,"""Chin up, China!"" ""China, yes you can!"" ""China, you can do it."" With colored pencils and paper, children and teenagers from across Latin America draw messages of solidarity and encouragement for the Chinese people. #FightVirus https://t.co/tyaTi2PyUU",1471171275899979083,3,14,77,287
2188,T,The mystery of the Wuhan coronavirus deepens as first case hits U.S. https://t.co/egTUkyzJOY,8071118114073555204,3,0,0,0
2189,U,CriticalRiposte  mtaibbi Take China for example instead. Do you think that their technocrat government would be more or less domineering/quasi-totalitarian if the U.S. didn't exist as a constant threat to their legitimacy/power? For an even more obvious example see: USSR during Cold War,7493642756967738665,#VALUE!,1,0,0
2190,U,Wuhan hiding their numbers,3634684278136384937,2,0,0,0
2191,U, abdejan  RealChaimHaber  CarpeDonktum That's what I've been thinking. 2% mortality is serious. The 1917 flu killed 1% of the world population. If it's not 2% but ten times that. I read an article last night claiming Wuhan is home to a biological research facility. I immediately called my parents and worked out a plan,7015924581173774115,#VALUE!,0,2,5
2192,T,Coronavirus whistleblower Dr Li Wenliang's death sparks anger in?China https://t.co/B2oE8U73hX https://t.co/4kHXjrB4E2,4170542270896293000,4,0,0,0
2193,U,"Today I went to a big hospital in #Lombardy where there is a #coronavirus patient now in bad conditions. No one wears mask, most of the doctos are not wearing masks. I see a very bad outcome in #Italy due 2 italian superficial mentality #coronavirusitalla #COVID19 #COVID19italia",1956508586258515328,#VALUE!,0,0,0
2194,T,White House tells airlines it may suspend all China-US flights amid coronavirus outbreak - https://t.co/cq0xFUQoGj,1218408714133676185,2,0,0,0
2195,U,"CMS COP13: Not pangolins, illegal trade to blame for?coronavirus https://t.co/aBVSAnEyMc https://t.co/nu9kq0Ug49",8326105143441469187,4,0,0,0
2196,T,"There are currently 67,100 confirmed cases worldwide, including 1,526 fatalities. https://t.co/lIJJ1F7aOE",8711101684028872104,3,50,107,227
2197,T,NEW: 4 new cases of #coronavirus reported in Singapore,9026564980698665145,3,1,4,6
2198,U,Natural selection https://t.co/cekRWBLwkG,4727766625206543689,3,1,4,6
2199,T,#Bulletin #Travelawareness #Travelsecurity #SingaporeAirlines to reduce capacity to mainland China in February due to virus. https://t.co/s2go5wOnS4,1200842922219276597,3,0,0,1
2200,T,"Taiwan reports bringing total confirmed cases there to 23 and 1 total death, with reported today.  #coronavirus #covid19 #coronavirusoutbreak",3396953004790720332,3,0,0,2
2201,T,Healthcare Policy Analyst Chris Meekins provides an update on the spread of the Chinese coronavirus. https://t.co/Z0YtXAoHFM,7090719661018038776,3,0,0,0
2202,T,Baby aged 30 hours has been diagnosed with the coronavirus in Wuhan China. The baby may have contracted it from the womb or immediately after birth.#Corunavirus #coronaviruschina https://t.co/6T05dxDl05,5496153610237930290,4,0,1,0
2203,U," Bustn_Airs  VetsUnitedMarch  BrookeM_Feldman This CDC graph was BEFORE the new warning about NSAIDs and sudden cardiac arrest, and also when illicit opioid deaths were being conflated w/street drugs...So there's that. I think NSAID risks are being downplayed intentionally now. ???? https://t.co/hPvFRBBKiJ",4952157938125970097,#VALUE!,1,1,4
2204,T,"Fighting Stigma : Currently no cases of coronavirus in Ireland - HSE: There are currently no cases of the coronavirus in Ireland, according to the HSE. HSE assistant national director of public health and child health Kevin?... https://t.co/UEuoLAgBUV",466096284235668135,4,0,0,0
2205,U, sherry_kerdman  BarbraStreisand Frightening beyond belief.  We are worse than Russia.  Maybe even China.  These people are literally delusional,8687177629521493976,#N/A,1,0,4
2206,U,"Saudi Arabia has suspended entry into the country for? individuals seeking to perform Umrah or visiting the Prophet's Mosque in Madinah due to fears over the spread of the coronavirus, the Ministry of Foreign Affairs said in a statement on Thursday",2394791852483005618,3,1,13,40
2207,T,"Japan has recorded its first death from the novel coronavirus near Tokyo and it is not a case from the Diamond Princess cruise ship which is in quarantine, the country's health minister Katsunobu Kato said Thursday evening local time",7076719287604901647,3,1,3,4
2208,T,Spain Confirms First Case of Coronavirus-Health Ministry - The New York Times https://t.co/B2fnsvWZmt,9215210082366978747,3,0,0,0
2209,U,PHE reaches crucial step in fully sequencing novel coronavirus  https://t.co/mqIVDcAkEh #China #Community #Disease #Genome #Government #Human #Mutation #PublicHealth #Research #Scientists #Secretary #Testing #UK #UKGovernment #World #WorldHealthOrganization https://t.co/8l2TTh4Uv3,8034432812015052161,#VALUE!,0,0,0
2210,U,Coronavirus Outbreak in China 10 Times Bigger Than Reported? https://t.co/3yh6UyTVJm via  YouTube,3355980912698086005,4,0,0,0
2211,U,Mainstream media beginning to catch up to Natural News in reporting that China has FAKED its infection numbers for weeks  ?https://t.co/I0kXbreP7X https://t.co/NHbsAOn780,460734128183674935,3,0,0,0
2212,T,"China locks down cities to curb virus outbreak: China locked down some 20 million people at the epicentre of a deadly virus outbreak on Thursday, banning planes and trains from leaving in an unprecedented move aimed at containing the disease which has ?https://t.co/C7GpaxJMg7 https://t.co/ik25QQft0j",7071948167823013179,#VALUE!,1,2,2
2213,T,"In light of the present outbreak of corona virus in China, Maldivian airline will offer free travel to all the Maldivians from the below cities of China to Male ? Xi  n  Chengdu  Hangzhou Chongqing Nanjing   Please contact the Maldives Embassy in China. Our schedule is attached. https://t.co/8Uj7bJsOaB",965059974211779146,#VALUE!,0,0,1
2214,T," CiaraLeilani  BigDonTee  realDonaldTrump coronavirus update from  nytimes : deaths outside china exceeded those inside the country for the first time since the start of the outbreak of #COVID19. it now has a higher death rate (3.4%) than the flu, per WHO",234080136726946493,#N/A,0,0,0
2215,T,"The head of a leading hospital in China's central city of Wuhan, the epicentre of a coronavirus outbreak, died of the disease on Tuesday, state television said. Liu Zhiming, the director of Wuhan Wuchang Hospital, died. #coronaviruschina #coronavirus #CoronavirusOutbreak",1176591093950768039,#VALUE!,0,0,2
2216,U,"World is approaching coronavirus tipping point, experts say https://t.co/seCdCBvE5j",2036197346760161567,2,0,0,0
2217,T,China's richest man pledges $21 million to help fight coronavirus - Brisbane Times https://t.co/1StbCwIEkF #aibrisbane #artificialintelligence #ai #machinelearning #analytics #bigdata #deeplearning https://t.co/972c1CwunE,8167490824697557776,4,0,0,0
2218,U," AlvaroSmith_ Thanks Congressman Gallagher &amp;  HawleyMO ! Your support and effort to #StandWithHongKong is crucial!!! We are now bring murdered by Govt by different means, first the #HKPolicterrorism, then now #Coronavirus. This regime will collapse one day! #StandWithHongKong #fightforfreedom",780643810109718116,#VALUE!,0,0,0
2219,U, TenebraeAeterna  thinklearnnow  jenniferatntd  realDonaldTrump It's not my government causes the virus.  you are being taught that China caused the virus.  it's a virus killing a lot of Chinese,8469379129350387027,#N/A,1,0,0
2220,T,[UNTV] China records first virus death in Beijing as toll passes?100 https://t.co/iTzZEEncvy,8498167927295095133,3,0,0,0
2221,T,"U.S. hospitals should prepare ""#financially and operationally"" to contend with a potentially deadly outbreak of the Wuhan virus that has already killed six people and sickened hundreds more in China, our very own  MattWolfHC tells  modrnhealthcr: https://t.co/CL7yBxZh55 https://t.co/FbudLbj8dq",5733878073219589574,#VALUE!,0,0,1
2222,T,#Coronavirus: Iran reports two suspected fatal cases at Qom hospital https://t.co/hilF0OhGKQ,2989032262908477927,3,0,0,2
2223,T,"New story on NPR: The Scene In Wuhan, Where Transportation Is Restricted Due To Viral Outbreak https://t.co/Al2tWc1LO6",2949247544322303841,3,0,0,0
2224,U,Shanghai Government Officially Recommends Vitamin C for #COVID-19 https://t.co/74vmR6srTj,3033561090799128976,3,1,62,77
2225,U,Raytheon engineer arrested for taking US missile defense secrets to China https://t.co/6z1DcvTXL0 via  qz,8318166484005631820,3,0,1,0
2226,T,Ironman510  erniekim75  saxena_puru I very impressed and touched to see how determined hospital staff are in China fighting this from news in US and Hong Kong. The Premier of China even went to Wuhan to encourage caretakers and boost their morale! ??????,7131007497694914006,3,1,0,2
